study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB2827	SAMEA1531014	ERS139250	ERX154346	ERR178200	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178200/ERR178200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178200/ERR178200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178200/ERR178200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178200/ERR178200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178200/8205_3#53.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178200/8205_3#53.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178200	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178200		
PRJEB2827	SAMEA1531007	ERS139251	ERX154347	ERR178201	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178201/ERR178201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178201/ERR178201_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178201/ERR178201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178201/ERR178201_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178201/8205_3#54.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178201/8205_3#54.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178201	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178201		
PRJEB2827	SAMEA1530982	ERS139252	ERX154348	ERR178202	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178202/ERR178202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178202/ERR178202_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178202/ERR178202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178202/ERR178202_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178202/8205_3#55.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178202/8205_3#55.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178202	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178202		
PRJEB2827	SAMEA1530984	ERS139253	ERX154349	ERR178203	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178203/ERR178203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178203/ERR178203_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178203/ERR178203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178203/ERR178203_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178203/8205_3#56.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178203/8205_3#56.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178203	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178203		
PRJEB2827	SAMEA1530980	ERS139254	ERX154350	ERR178204	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178204/ERR178204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178204/ERR178204_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178204/ERR178204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178204/ERR178204_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178204/8205_3#57.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178204/8205_3#57.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178204	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178204		
PRJEB2827	SAMEA1530993	ERS139255	ERX154351	ERR178205	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178205/ERR178205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178205/ERR178205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178205/ERR178205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178205/ERR178205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178205/8205_3#58.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178205/8205_3#58.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178205	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178205		
PRJEB2827	SAMEA1530986	ERS139256	ERX154352	ERR178206	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178206/ERR178206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178206/ERR178206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178206/ERR178206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178206/ERR178206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178206/8205_3#59.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178206/8205_3#59.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178206	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178206		
PRJEB2827	SAMEA1531063	ERS139257	ERX154353	ERR178207	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178207/ERR178207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178207/ERR178207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178207/ERR178207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178207/ERR178207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178207/8205_3#60.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178207/8205_3#60.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178207	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178207		
PRJEB2827	SAMEA1531068	ERS139258	ERX154354	ERR178208	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178208/ERR178208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178208/ERR178208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178208/ERR178208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178208/ERR178208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178208/8205_3#61.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178208/8205_3#61.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178208	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178208		
PRJEB2827	SAMEA1531066	ERS139259	ERX154355	ERR178209	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178209/ERR178209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178209/ERR178209_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178209/ERR178209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178209/ERR178209_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178209/8205_3#62.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178209/8205_3#62.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178209	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178209		
PRJEB2827	SAMEA1531043	ERS139260	ERX154356	ERR178210	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178210/ERR178210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178210/ERR178210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178210/ERR178210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178210/ERR178210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178210/8205_3#63.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178210/8205_3#63.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178210	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178210		
PRJEB2827	SAMEA1531038	ERS139261	ERX154357	ERR178211	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178211/ERR178211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178211/ERR178211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178211/ERR178211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178211/ERR178211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178211/8205_3#64.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178211/8205_3#64.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178211	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178211		
PRJEB2827	SAMEA1531033	ERS139262	ERX154358	ERR178212	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178212/ERR178212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178212/ERR178212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178212/ERR178212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178212/ERR178212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178212/8205_3#65.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178212/8205_3#65.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178212	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178212		
PRJEB2827	SAMEA1531027	ERS139263	ERX154359	ERR178213	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178213/ERR178213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178213/ERR178213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178213/ERR178213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178213/ERR178213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178213/8205_3#66.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178213/8205_3#66.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178213	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178213		
PRJEB2827	SAMEA1531019	ERS139264	ERX154360	ERR178214	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178214/ERR178214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178214/ERR178214_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178214/ERR178214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178214/ERR178214_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178214/8205_3#67.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178214/8205_3#67.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178214	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178214		
PRJEB2827	SAMEA1531017	ERS139265	ERX154361	ERR178215	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178215/ERR178215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178215/ERR178215_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178215/ERR178215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178215/ERR178215_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178215/8205_3#68.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178215/8205_3#68.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178215	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178215		
PRJEB2827	SAMEA1531010	ERS139266	ERX154362	ERR178216	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178216/ERR178216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178216/ERR178216_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178216/ERR178216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178216/ERR178216_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178216/8205_3#69.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178216/8205_3#69.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178216	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178216		
PRJEB2827	SAMEA1531002	ERS139267	ERX154363	ERR178217	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178217/ERR178217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178217/ERR178217_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178217/ERR178217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178217/ERR178217_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178217/8205_3#70.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178217/8205_3#70.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178217	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178217		
PRJEB2827	SAMEA1530996	ERS139268	ERX154364	ERR178218	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178218/ERR178218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178218/ERR178218_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178218/ERR178218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178218/ERR178218_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178218/8205_3#71.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178218/8205_3#71.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178218	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178218		
PRJEB2827	SAMEA1530990	ERS139269	ERX154365	ERR178219	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178219/ERR178219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178219/ERR178219_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178219/ERR178219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178219/ERR178219_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178219/8205_3#72.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178219/8205_3#72.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178219	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178219		
PRJEB2827	SAMEA1531006	ERS139270	ERX154366	ERR178220	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178220/ERR178220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178220/ERR178220_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178220/ERR178220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178220/ERR178220_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178220/8205_3#73.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178220/8205_3#73.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178220	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178220		
PRJEB2827	SAMEA1531012	ERS139271	ERX154367	ERR178221	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178221/ERR178221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178221/ERR178221_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178221/ERR178221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178221/ERR178221_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178221/8205_3#74.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178221/8205_3#74.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178221	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178221		
PRJEB2827	SAMEA1531029	ERS139272	ERX154368	ERR178222	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178222/ERR178222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178222/ERR178222_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178222/ERR178222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178222/ERR178222_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178222/8205_3#75.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178222/8205_3#75.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178222	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178222		
PRJEB2827	SAMEA1531022	ERS139273	ERX154369	ERR178223	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178223/ERR178223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178223/ERR178223_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178223/ERR178223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178223/ERR178223_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178223/8205_3#76.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178223/8205_3#76.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178223	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178223		
PRJEB2827	SAMEA1531045	ERS139274	ERX154370	ERR178224	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178224/ERR178224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178224/ERR178224_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178224/ERR178224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178224/ERR178224_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178224/8205_3#77.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178224/8205_3#77.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178224	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178224		
PRJEB2827	SAMEA1531046	ERS139275	ERX154371	ERR178225	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178225/ERR178225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178225/ERR178225_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178225/ERR178225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178225/ERR178225_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178225/8205_3#78.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178225/8205_3#78.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178225	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178225		
PRJEB2827	SAMEA1531040	ERS139276	ERX154372	ERR178226	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178226/ERR178226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178226/ERR178226_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178226/ERR178226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178226/ERR178226_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178226/8205_3#79.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178226/8205_3#79.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178226	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178226		
PRJEB2827	SAMEA1531057	ERS139277	ERX154373	ERR178227	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178227/ERR178227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178227/ERR178227_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178227/ERR178227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178227/ERR178227_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178227/8205_3#80.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178227/8205_3#80.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178227	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178227		
PRJEB2827	SAMEA1531050	ERS139278	ERX154374	ERR178228	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178228/ERR178228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178228/ERR178228_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178228/ERR178228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178228/ERR178228_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178228/8205_3#81.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178228/8205_3#81.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178228	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178228		
PRJEB2827	SAMEA1531067	ERS139279	ERX154375	ERR178229	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178229/ERR178229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178229/ERR178229_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178229/ERR178229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178229/ERR178229_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178229/8205_3#82.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178229/8205_3#82.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178229	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178229		
PRJEB2827	SAMEA1530987	ERS139280	ERX154376	ERR178230	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178230/ERR178230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178230/ERR178230_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178230/ERR178230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178230/ERR178230_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178230/8205_3#83.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178230/8205_3#83.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178230	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178230		
PRJEB2827	SAMEA1530989	ERS139281	ERX154377	ERR178231	562	Escherichia coli	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178231/ERR178231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178231/ERR178231_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178231/ERR178231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR178/ERR178231/ERR178231_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178231/8205_3#84.bam	ftp.sra.ebi.ac.uk/vol1/run/ERR178/ERR178231/8205_3#84.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178231	ftp.sra.ebi.ac.uk/vol1/err/ERR178/ERR178231		
